,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),yA (m),yB (m),yM (m),yN (m),zA (m),zB (m),zM (m),zN (m),N� electrode A,N� electrode B,N� electrode M,N� electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (�C),Rx-Bat (V),Rx Temp. (�C),Date,Gapfiller,Synch
,Mixed / non conventional,14,21,11,18,170.33,0.03,441.94,2923.921,340.596,250,19.84,0,0,0,0,0,0,0,0,14,21,11,18,0,0,0,0,3,0,638,217,1.873,0,0,,1,7,0,10.19,0,12.21,13.3,11/7/2025 2:07:32 PM,0,0
,Mixed / non conventional,14,21,18,25,131.52,0.08,-337.81,540.089,340.596,250,82.94,0,0,0,0,0,0,0,0,14,21,18,25,0,0,0,0,3,0,638,217,1.873,0,0,,1,8,0,10.19,0,12.21,13.3,11/7/2025 2:07:32 PM,0,0
,Mixed / non conventional,14,21,25,32,191.94,0.06,45.23,-1287.423,340.596,250,-50.78,0,0,0,0,0,0,0,0,14,21,25,32,0,0,0,0,3,0,638,217,1.873,0,0,,1,9,0,10.19,0,12.21,13.3,11/7/2025 2:07:32 PM,0,0
,Mixed / non conventional,14,21,32,39,124.84,0.04,-137.91,-133.978,340.596,250,-317.36,0,0,0,0,0,0,0,0,14,21,32,39,0,0,0,0,3,0,638,217,1.873,0,0,,1,10,0,10.19,0,12.21,13.3,11/7/2025 2:07:32 PM,0,0
,Mixed / non conventional,14,21,39,46,140.99,0.09,9.45,-52.031,340.708,250,-923.24,0,0,0,0,0,0,0,0,14,21,39,46,0,0,0,0,3,0,638,217,1.872,0,0,,1,1,0,10.19,0,12.16,13.3,11/7/2025 2:07:35 PM,0,0
,Mixed / non conventional,14,21,46,53,118.1,0.03,-16.35,-20.116,340.708,250,-2000.36,0,0,0,0,0,0,0,0,14,21,46,53,0,0,0,0,3,0,638,217,1.872,0,0,,1,2,0,10.19,0,12.16,13.3,11/7/2025 2:07:35 PM,0,1
,Mixed / non conventional,14,21,53,60,130.73,0.09,86.63,-12.101,340.708,250,-3680.66,0,0,0,0,0,0,0,0,14,21,53,60,0,0,0,0,3,0,638,217,1.872,0,0,,1,3,0,10.19,0,12.16,13.3,11/7/2025 2:07:35 PM,0,0
,Mixed / non conventional,14,21,60,67,59.41,0.56,-63.73,-3.32,340.708,250,-6096.1,0,0,0,0,0,0,0,0,14,21,60,67,0,0,0,0,3,0,638,217,1.872,0,0,,1,4,0,10.19,0,12.16,13.3,11/7/2025 2:07:35 PM,0,0
,Mixed / non conventional,14,21,67,2,114.19,0.03,-144.19,-207.875,340.708,250,-187.15,0,0,0,0,0,0,0,0,14,21,67,2,0,0,0,0,3,0,638,217,1.872,0,0,,1,5,0,10.19,0,12.16,13.3,11/7/2025 2:07:35 PM,0,0
,Mixed / non conventional,14,21,2,9,156.39,0.05,164.7,-728.994,340.708,250,-73.09,0,0,0,0,0,0,0,0,14,21,2,9,0,0,0,0,3,0,638,217,1.872,0,0,,1,6,0,10.19,0,12.16,13.3,11/7/2025 2:07:35 PM,0,0
,Mixed / non conventional,14,21,9,16,199.99,0.03,353.87,-1988.174,340.708,250,-34.27,0,0,0,0,0,0,0,0,14,21,9,16,0,0,0,0,3,0,638,217,1.872,0,0,,1,7,0,10.19,0,12.16,13.3,11/7/2025 2:07:35 PM,0,0
,Mixed / non conventional,14,21,16,23,161.73,0,-178.6,6041.396,340.708,250,9.12,0,0,0,0,0,0,0,0,14,21,16,23,0,0,0,0,3,0,638,217,1.872,0,0,,1,8,0,10.19,0,12.16,13.3,11/7/2025 2:07:35 PM,0,0
,Mixed / non conventional,14,21,23,30,149.46,0.03,-14.19,-2762.24,341.257,250,-18.46,0,0,0,0,0,0,0,0,14,21,23,30,0,0,0,0,3,0,634,216,1.857,0,0,,1,1,0,10.19,0,12.16,13.3,11/7/2025 2:07:37 PM,0,0
,Mixed / non conventional,14,21,30,37,147.05,0.06,-68.28,-236.314,341.257,250,-212.35,0,0,0,0,0,0,0,0,14,21,30,37,0,0,0,0,3,0,634,216,1.857,0,0,,1,2,0,10.19,0,12.16,13.3,11/7/2025 2:07:37 PM,0,0
,Mixed / non conventional,14,21,37,44,163.07,0.06,73.2,-78.618,341.257,250,-707.82,0,0,0,0,0,0,0,0,14,21,37,44,0,0,0,0,3,0,634,216,1.857,0,0,,1,3,0,10.19,0,12.16,13.3,11/7/2025 2:07:37 PM,0,0
,Mixed / non conventional,14,21,44,51,110.59,0.23,-129.75,-23.057,341.257,250,-1636.83,0,0,0,0,0,0,0,0,14,21,44,51,0,0,0,0,3,0,634,216,1.857,0,0,,1,4,0,10.19,0,12.16,13.3,11/7/2025 2:07:37 PM,0,1
,Mixed / non conventional,14,21,51,58,142.12,0.03,115.17,-15.488,341.257,250,-3131.33,0,0,0,0,0,0,0,0,14,21,51,58,0,0,0,0,3,0,634,216,1.857,0,0,,1,5,0,10.19,0,12.16,13.3,11/7/2025 2:07:37 PM,0,0
,Mixed / non conventional,14,21,58,65,71.98,0.13,-164.95,-4.615,341.257,250,-5323.27,0,0,0,0,0,0,0,0,14,21,58,65,0,0,0,0,3,0,634,216,1.857,0,0,,1,6,0,10.19,0,12.16,13.3,11/7/2025 2:07:37 PM,0,0
,Mixed / non conventional,14,21,65,72,162.02,0.15,134.41,-6.626,341.257,250,-8344.58,0,0,0,0,0,0,0,0,14,21,65,72,0,0,0,0,3,0,634,216,1.857,0,0,,1,7,0,10.19,0,12.16,13.3,11/7/2025 2:07:37 PM,0,0
,Mixed / non conventional,14,21,72,7,137.09,0.06,-317.27,-549.47,341.257,250,-85.14,0,0,0,0,0,0,0,0,14,21,72,7,0,0,0,0,3,0,634,216,1.857,0,0,,1,8,0,10.19,0,12.16,13.3,11/7/2025 2:07:37 PM,0,0
,Mixed / non conventional,15,22,29,36,167.63,0.08,-244.7,-388.201,305.566,250,-131.95,0,0,0,0,0,0,0,0,15,22,29,36,0,0,0,0,3,0,693,212,2.268,0,0,,1,1,0,10.28,0,12.19,13.3,11/7/2025 2:07:39 PM,0,0
,Mixed / non conventional,15,22,36,43,141.84,0.11,254.21,-82.122,305.566,250,-527.79,0,0,0,0,0,0,0,0,15,22,36,43,0,0,0,0,3,0,693,212,2.268,0,0,,1,2,0,10.28,0,12.19,13.3,11/7/2025 2:07:39 PM,0,0
,Mixed / non conventional,15,22,43,50,108.05,0.06,-111.08,-25.022,305.566,250,-1319.47,0,0,0,0,0,0,0,0,15,22,43,50,0,0,0,0,3,0,693,212,2.268,0,0,,1,3,0,10.28,0,12.19,13.3,11/7/2025 2:07:39 PM,0,1
,Mixed / non conventional,15,22,50,57,149.47,0.16,35.38,-17.307,305.566,250,-2638.94,0,0,0,0,0,0,0,0,15,22,50,57,0,0,0,0,3,0,693,212,2.268,0,0,,1,4,0,10.28,0,12.19,13.3,11/7/2025 2:07:39 PM,0,0
,Mixed / non conventional,15,22,57,64,94.05,0.25,71.61,-6.223,305.566,250,-4618.14,0,0,0,0,0,0,0,0,15,22,57,64,0,0,0,0,3,0,693,212,2.268,0,0,,1,5,0,10.28,0,12.19,13.3,11/7/2025 2:07:39 PM,0,0
,Mixed / non conventional,15,22,64,71,55.37,0.16,10.64,-2.29,305.566,250,-7389.03,0,0,0,0,0,0,0,0,15,22,64,71,0,0,0,0,3,0,693,212,2.268,0,0,,1,6,0,10.28,0,12.19,13.3,11/7/2025 2:07:39 PM,0,0
,Mixed / non conventional,15,22,71,6,128.35,0.12,-265.88,-319.344,305.566,250,-122.81,0,0,0,0,0,0,0,0,15,22,71,6,0,0,0,0,3,0,693,212,2.268,0,0,,1,7,0,10.28,0,12.19,13.3,11/7/2025 2:07:39 PM,0,0
,Mixed / non conventional,15,22,6,13,169.34,0.11,-32.48,-2802.409,305.566,250,-18.46,0,0,0,0,0,0,0,0,15,22,6,13,0,0,0,0,3,0,693,212,2.268,0,0,,1,8,0,10.28,0,12.19,13.3,11/7/2025 2:07:40 PM,0,0
,Mixed / non conventional,15,22,13,20,156.97,0.06,575.15,5258.875,305.566,250,9.12,0,0,0,0,0,0,0,0,15,22,13,20,0,0,0,0,3,0,693,212,2.268,0,0,,1,9,0,10.28,0,12.19,13.3,11/7/2025 2:07:40 PM,0,0
,Mixed / non conventional,15,22,20,27,130.28,0.09,-531.11,-1161.597,305.566,250,-34.27,0,0,0,0,0,0,0,0,15,22,20,27,0,0,0,0,3,0,693,212,2.268,0,0,,1,10,0,10.28,0,12.19,13.3,11/7/2025 2:07:40 PM,0,0
,Mixed / non conventional,15,22,27,34,188.82,0.05,249.46,-870.76,337.053,250,-73.09,0,0,0,0,0,0,0,0,15,22,27,34,0,0,0,0,3,0,626,211,1.859,0,0,,1,1,0,10.1,0,12.23,13.8,11/7/2025 2:09:16 PM,0,0
,Mixed / non conventional,15,22,34,41,92.17,0.06,-39.25,-81.736,337.053,250,-380.07,0,0,0,0,0,0,0,0,15,22,34,41,0,0,0,0,3,0,626,211,1.859,0,0,,1,2,0,10.1,0,12.23,13.8,11/7/2025 2:09:16 PM,0,0
,Mixed / non conventional,15,22,41,48,111.19,0.04,90.68,-35.858,337.053,250,-1045.19,0,0,0,0,0,0,0,0,15,22,41,48,0,0,0,0,3,0,626,211,1.859,0,0,,1,3,0,10.1,0,12.23,13.8,11/7/2025 2:09:16 PM,0,1
,Mixed / non conventional,15,22,48,55,136.68,0.06,-57.55,-20.936,337.053,250,-2200.4,0,0,0,0,0,0,0,0,15,22,48,55,0,0,0,0,3,0,626,211,1.859,0,0,,1,4,0,10.1,0,12.23,13.8,11/7/2025 2:09:16 PM,0,0
,Mixed / non conventional,15,22,55,62,102.1,0,-21.47,-8.652,337.053,250,-3977.64,0,0,0,0,0,0,0,0,15,22,55,62,0,0,0,0,3,0,626,211,1.859,0,0,,1,5,0,10.1,0,12.23,13.8,11/7/2025 2:09:16 PM,0,0
,Mixed / non conventional,15,22,62,69,26.53,0.1,97.08,-1.374,337.053,250,-6508.87,0,0,0,0,0,0,0,0,15,22,62,69,0,0,0,0,3,0,626,211,1.859,0,0,,1,6,0,10.1,0,12.23,13.8,11/7/2025 2:09:16 PM,0,0
,Mixed / non conventional,15,22,69,4,123.25,0,-248.41,-251.986,337.053,250,-164.86,0,0,0,0,0,0,0,0,15,22,69,4,0,0,0,0,3,0,626,211,1.859,0,0,,1,7,0,10.1,0,12.23,13.8,11/7/2025 2:09:16 PM,0,0
,Mixed / non conventional,15,22,4,11,152.22,0.06,148.93,-1010.388,337.053,250,-50.78,0,0,0,0,0,0,0,0,15,22,4,11,0,0,0,0,3,0,626,211,1.859,0,0,,1,8,0,10.1,0,12.23,13.8,11/7/2025 2:09:16 PM,0,0
,Mixed / non conventional,15,22,11,18,82.83,0.06,261.17,336.615,337.053,250,82.94,0,0,0,0,0,0,0,0,15,22,11,18,0,0,0,0,3,0,626,211,1.859,0,0,,1,9,0,10.1,0,12.23,13.8,11/7/2025 2:09:16 PM,0,0
,Mixed / non conventional,15,22,18,25,179.21,0.06,-358.54,3044.255,337.053,250,19.84,0,0,0,0,0,0,0,0,15,22,18,25,0,0,0,0,3,0,626,211,1.859,0,0,,1,10,0,10.1,0,12.23,13.8,11/7/2025 2:09:16 PM,0,0
,Mixed / non conventional,15,22,25,32,181.94,0.04,138.62,-1879.176,337.726,250,-32.7,0,0,0,0,0,0,0,0,15,22,25,32,0,0,0,0,3,0,628,212,1.861,0,0,,1,1,0,10.13,0,12.26,13.8,11/7/2025 2:09:18 PM,0,0
,Mixed / non conventional,15,22,32,39,119.59,0.05,-90.99,-154.401,337.726,250,-261.59,0,0,0,0,0,0,0,0,15,22,32,39,0,0,0,0,3,0,628,212,1.861,0,0,,1,2,0,10.13,0,12.26,13.8,11/7/2025 2:09:18 PM,0,0
,Mixed / non conventional,15,22,39,46,128.71,0.03,14.55,-53.606,337.726,250,-810.92,0,0,0,0,0,0,0,0,15,22,39,46,0,0,0,0,3,0,628,212,1.861,0,0,,1,3,0,10.13,0,12.26,13.8,11/7/2025 2:09:18 PM,0,0
,Mixed / non conventional,15,22,46,53,113.19,0.02,-5.07,-21.089,337.726,250,-1812.63,0,0,0,0,0,0,0,0,15,22,46,53,0,0,0,0,3,0,628,212,1.861,0,0,,1,4,0,10.13,0,12.26,13.8,11/7/2025 2:09:18 PM,0,1
,Mixed / non conventional,15,22,53,60,144.83,0.06,62.24,-14.391,337.726,250,-3398.69,0,0,0,0,0,0,0,0,15,22,53,60,0,0,0,0,3,0,628,212,1.861,0,0,,1,5,0,10.13,0,12.26,13.8,11/7/2025 2:09:18 PM,0,0
,Mixed / non conventional,15,22,60,67,17.66,1,-47.64,-1.046,337.726,250,-5701.03,0,0,0,0,0,0,0,0,15,22,60,67,0,0,0,0,3,0,628,212,1.861,0,0,,1,6,0,10.13,0,12.26,13.8,11/7/2025 2:09:18 PM,0,0
,Mixed / non conventional,15,22,67,2,114.71,0.04,-122.62,-184.438,337.726,250,-210.04,0,0,0,0,0,0,0,0,15,22,67,2,0,0,0,0,3,0,628,212,1.861,0,0,,1,7,0,10.13,0,12.26,13.8,11/7/2025 2:09:18 PM,0,0
,Mixed / non conventional,15,22,2,9,150.15,0.03,180.07,-506.999,337.726,250,-100.02,0,0,0,0,0,0,0,0,15,22,2,9,0,0,0,0,3,0,628,212,1.861,0,0,,1,8,0,10.13,0,12.26,13.8,11/7/2025 2:09:18 PM,0,0
,Mixed / non conventional,15,22,9,16,203.16,0,224.15,-8119.846,337.726,250,-8.45,0,0,0,0,0,0,0,0,15,22,9,16,0,0,0,0,3,0,628,212,1.861,0,0,,1,9,0,10.13,0,12.26,13.8,11/7/2025 2:09:18 PM,0,0
,Mixed / non conventional,15,22,16,23,160.23,0.04,-232.58,8601.487,197.435,250,3.68,0,0,0,0,0,0,0,0,15,22,16,23,0,0,0,0,3,0,362,72,1.835,0,0,,1,1,0,12.19,0,12.21,13.8,11/7/2025 2:09:20 PM,0,0
,Mixed / non conventional,15,22,23,30,124.86,0.05,69.73,-3204.103,197.435,250,-7.69,0,0,0,0,0,0,0,0,15,22,23,30,0,0,0,0,3,0,362,72,1.835,0,0,,1,2,0,12.19,0,12.21,13.8,11/7/2025 2:09:20 PM,0,0
,Mixed / non conventional,15,22,30,37,142.83,0.07,-18.32,-166.61,197.435,250,-169.26,0,0,0,0,0,0,0,0,15,22,30,37,0,0,0,0,3,0,362,72,1.835,0,0,,1,3,0,12.19,0,12.21,13.8,11/7/2025 2:09:20 PM,0,0
,Mixed / non conventional,15,22,37,44,153.95,0.08,68.39,-49.537,197.435,250,-613.57,0,0,0,0,0,0,0,0,15,22,37,44,0,0,0,0,3,0,362,72,1.835,0,0,,1,4,0,12.19,0,12.21,13.8,11/7/2025 2:09:21 PM,0,1
,Mixed / non conventional,15,22,44,51,101.46,0.05,-102.9,-23.292,338.047,250,-1472.57,0,0,0,0,0,0,0,0,15,22,44,51,0,0,0,0,3,0,629,213,1.86,0,0,,1,1,0,10.13,0,12.23,13.8,11/7/2025 2:09:23 PM,0,1
,Mixed / non conventional,15,22,51,58,154.6,0.06,96.49,-18.157,338.047,250,-2878.21,0,0,0,0,0,0,0,0,15,22,51,58,0,0,0,0,3,0,629,213,1.86,0,0,,1,2,0,10.13,0,12.23,13.8,11/7/2025 2:09:23 PM,0,0
,Mixed / non conventional,15,22,58,65,44.15,0.13,-154.2,-3.007,338.047,250,-4962.43,0,0,0,0,0,0,0,0,15,22,58,65,0,0,0,0,3,0,629,213,1.86,0,0,,1,3,0,10.13,0,12.23,13.8,11/7/2025 2:09:23 PM,0,0
,Mixed / non conventional,15,22,65,72,173.71,0.23,111.59,-7.474,338.047,250,-7857.19,0,0,0,0,0,0,0,0,15,22,65,72,0,0,0,0,3,0,629,213,1.86,0,0,,1,4,0,10.13,0,12.23,13.8,11/7/2025 2:09:23 PM,0,0
,Mixed / non conventional,15,22,72,7,132.21,0.05,-257.49,-432.399,338.047,250,-103.36,0,0,0,0,0,0,0,0,15,22,72,7,0,0,0,0,3,0,629,213,1.86,0,0,,1,5,0,10.13,0,12.23,13.8,11/7/2025 2:09:23 PM,0,0
,Mixed / non conventional,15,22,7,14,190.6,0.05,127.66,-8374.508,338.047,250,-7.69,0,0,0,0,0,0,0,0,15,22,7,14,0,0,0,0,3,0,629,213,1.86,0,0,,1,6,0,10.13,0,12.23,13.8,11/7/2025 2:09:23 PM,0,0
,Mixed / non conventional,15,22,14,21,160.82,0.04,279.49,8732.93,199.722,250,3.68,0,0,0,0,0,0,0,0,15,22,14,21,0,0,0,0,3,0,366,73,1.831,0,0,,1,1,0,12.16,0,12.21,13.8,11/7/2025 2:09:25 PM,0,0
,Mixed / non conventional,15,22,21,28,130.3,0.04,-182.93,-3079.712,199.722,250,-8.45,0,0,0,0,0,0,0,0,15,22,21,28,0,0,0,0,3,0,366,73,1.831,0,0,,1,2,0,12.16,0,12.21,13.8,11/7/2025 2:09:25 PM,0,0
,Mixed / non conventional,15,22,28,35,180.13,0.03,-98.35,-359.688,199.722,250,-100.02,0,0,0,0,0,0,0,0,15,22,28,35,0,0,0,0,3,0,366,73,1.831,0,0,,1,3,0,12.16,0,12.21,13.8,11/7/2025 2:09:25 PM,0,0
,Mixed / non conventional,15,22,35,42,110.82,0.07,146.46,-49.174,199.722,250,-450.08,0,0,0,0,0,0,0,0,15,22,35,42,0,0,0,0,3,0,366,73,1.831,0,0,,1,4,0,12.16,0,12.21,13.8,11/7/2025 2:09:25 PM,0,1
,Mixed / non conventional,15,22,42,49,105.15,0.05,-153.7,-30.221,338.329,250,-1177.14,0,0,0,0,0,0,0,0,15,22,42,49,0,0,0,0,3,0,627,212,1.854,0,0,,1,1,0,10.13,0,12.23,13.8,11/7/2025 2:09:27 PM,0,1
,Mixed / non conventional,15,22,49,56,147.85,0,113.19,-20.73,338.329,250,-2413.13,0,0,0,0,0,0,0,0,15,22,49,56,0,0,0,0,3,0,627,212,1.854,0,0,,1,2,0,10.13,0,12.23,13.8,11/7/2025 2:09:27 PM,0,0
,Mixed / non conventional,15,22,56,63,74.09,0.52,-122.67,-5.843,338.329,250,-4290.01,0,0,0,0,0,0,0,0,15,22,56,63,0,0,0,0,3,0,627,212,1.854,0,0,,1,3,0,10.13,0,12.23,13.8,11/7/2025 2:09:27 PM,0,0
,Mixed / non conventional,15,22,63,70,88.79,0.42,153.63,-4.329,338.329,250,-6939.71,0,0,0,0,0,0,0,0,15,22,63,70,0,0,0,0,3,0,627,212,1.854,0,0,,1,4,0,10.13,0,12.23,13.8,11/7/2025 2:09:27 PM,0,0
,Mixed / non conventional,15,22,70,5,124.76,0.06,-345.01,-294.427,338.329,250,-143.36,0,0,0,0,0,0,0,0,15,22,70,5,0,0,0,0,3,0,627,212,1.854,0,0,,1,5,0,10.13,0,12.23,13.8,11/7/2025 2:09:27 PM,0,0
,Mixed / non conventional,15,22,5,12,154.28,0.06,219.53,-1596.385,338.329,250,-32.7,0,0,0,0,0,0,0,0,15,22,5,12,0,0,0,0,3,0,627,212,1.854,0,0,,1,6,0,10.13,0,12.23,13.8,11/7/2025 2:09:27 PM,0,0
,Mixed / non conventional,15,22,12,19,141.55,0.03,264.26,2413.704,338.329,250,19.84,0,0,0,0,0,0,0,0,15,22,12,19,0,0,0,0,3,0,627,212,1.854,0,0,,1,7,0,10.13,0,12.23,13.8,11/7/2025 2:09:27 PM,0,0
,Mixed / non conventional,15,22,19,26,234.11,0.05,-272.94,955.002,338.329,250,82.94,0,0,0,0,0,0,0,0,15,22,19,26,0,0,0,0,3,0,627,212,1.854,0,0,,1,8,0,10.13,0,12.23,13.8,11/7/2025 2:09:28 PM,0,0
,Mixed / non conventional,15,22,26,33,193.03,0.04,-100.72,-1286.163,338.329,250,-50.78,0,0,0,0,0,0,0,0,15,22,26,33,0,0,0,0,3,0,627,212,1.854,0,0,,1,9,0,10.13,0,12.23,13.8,11/7/2025 2:09:28 PM,0,0
,Mixed / non conventional,15,22,33,40,103.8,0.06,127.58,-110.657,338.329,250,-317.36,0,0,0,0,0,0,0,0,15,22,33,40,0,0,0,0,3,0,627,212,1.854,0,0,,1,10,0,10.13,0,12.23,13.8,11/7/2025 2:09:28 PM,0,0
,Mixed / non conventional,15,22,40,47,119.71,0,-33.75,-43.905,338.602,250,-923.24,0,0,0,0,0,0,0,0,15,22,40,47,0,0,0,0,3,0,628,213,1.854,0,0,,1,1,0,10.13,0,12.21,13.8,11/7/2025 2:09:30 PM,0,0
,Mixed / non conventional,15,22,47,54,127.14,0.06,85.27,-21.521,338.602,250,-2000.36,0,0,0,0,0,0,0,0,15,22,47,54,0,0,0,0,3,0,628,213,1.854,0,0,,1,2,0,10.13,0,12.21,13.8,11/7/2025 2:09:30 PM,0,1
,Mixed / non conventional,15,22,54,61,120.76,0.06,8.06,-11.109,338.602,250,-3680.66,0,0,0,0,0,0,0,0,15,22,54,61,0,0,0,0,3,0,628,213,1.854,0,0,,1,3,0,10.13,0,12.21,13.8,11/7/2025 2:09:30 PM,0,0
,Mixed / non conventional,15,22,61,68,25.48,0.45,19.1,-1.415,338.602,250,-6096.1,0,0,0,0,0,0,0,0,15,22,61,68,0,0,0,0,3,0,628,213,1.854,0,0,,1,4,0,10.13,0,12.21,13.8,11/7/2025 2:09:30 PM,0,0
,Mixed / non conventional,15,22,68,3,115.55,0.06,-195.77,-209.058,338.602,250,-187.15,0,0,0,0,0,0,0,0,15,22,68,3,0,0,0,0,3,0,628,213,1.854,0,0,,1,5,0,10.13,0,12.21,13.8,11/7/2025 2:09:30 PM,0,0
,Mixed / non conventional,15,22,3,10,153.28,0.07,190.41,-710.077,338.602,250,-73.09,0,0,0,0,0,0,0,0,15,22,3,10,0,0,0,0,3,0,628,213,1.854,0,0,,1,6,0,10.13,0,12.21,13.8,11/7/2025 2:09:30 PM,0,0
,Mixed / non conventional,15,22,10,17,224.02,0.07,106.46,-2213.274,338.602,250,-34.27,0,0,0,0,0,0,0,0,15,22,10,17,0,0,0,0,3,0,628,213,1.854,0,0,,1,7,0,10.13,0,12.21,13.8,11/7/2025 2:09:30 PM,0,0
,Mixed / non conventional,15,22,17,24,171.41,0.04,-236.2,6363.659,338.602,250,9.12,0,0,0,0,0,0,0,0,15,22,17,24,0,0,0,0,3,0,628,213,1.854,0,0,,1,8,0,10.13,0,12.21,13.8,11/7/2025 2:09:30 PM,0,0
,Mixed / non conventional,15,22,24,31,158.6,0.03,-80.94,-2909.433,338.735,250,-18.46,0,0,0,0,0,0,0,0,15,22,24,31,0,0,0,0,3,0,627,212,1.852,0,0,,1,1,0,10.1,0,12.23,13.8,11/7/2025 2:09:32 PM,0,0
,Mixed / non conventional,15,22,31,38,134.49,0.04,55.42,-214.536,338.735,250,-212.35,0,0,0,0,0,0,0,0,15,22,31,38,0,0,0,0,3,0,627,212,1.852,0,0,,1,2,0,10.1,0,12.23,13.8,11/7/2025 2:09:32 PM,0,0
,Mixed / non conventional,15,22,38,45,144.83,0.04,219.28,-69.311,338.735,250,-707.82,0,0,0,0,0,0,0,0,15,22,38,45,0,0,0,0,3,0,627,212,1.852,0,0,,1,3,0,10.1,0,12.23,13.8,11/7/2025 2:09:32 PM,0,0
,Mixed / non conventional,15,22,45,52,106.34,0.16,-125.18,-22.006,338.735,250,-1636.83,0,0,0,0,0,0,0,0,15,22,45,52,0,0,0,0,3,0,627,212,1.852,0,0,,1,4,0,10.1,0,12.23,13.8,11/7/2025 2:09:32 PM,0,1
,Mixed / non conventional,15,22,52,59,146.41,0.07,78.59,-15.838,338.735,250,-3131.33,0,0,0,0,0,0,0,0,15,22,52,59,0,0,0,0,3,0,627,212,1.852,0,0,,1,5,0,10.1,0,12.23,13.8,11/7/2025 2:09:32 PM,0,0
,Mixed / non conventional,15,22,59,66,35.19,0.53,-67.49,-2.239,338.735,250,-5323.27,0,0,0,0,0,0,0,0,15,22,59,66,0,0,0,0,3,0,627,212,1.852,0,0,,1,6,0,10.1,0,12.23,13.8,11/7/2025 2:09:32 PM,0,0
,Mixed / non conventional,15,22,66,1,116.59,0.02,-125.94,-169.257,338.735,250,-233.32,0,0,0,0,0,0,0,0,15,22,66,1,0,0,0,0,3,0,627,212,1.852,0,0,,1,7,0,10.1,0,12.23,13.8,11/7/2025 2:09:32 PM,0,0
,Mixed / non conventional,15,22,1,8,144.2,0.05,135.18,-370.198,338.735,250,-131.95,0,0,0,0,0,0,0,0,15,22,1,8,0,0,0,0,3,0,627,212,1.852,0,0,,1,8,0,10.1,0,12.23,13.8,11/7/2025 2:09:32 PM,0,0
,Mixed / non conventional,16,23,30,37,133.71,0.09,-20.67,-292.039,288.181,250,-131.95,0,0,0,0,0,0,0,0,16,23,30,37,0,0,0,0,3,0,721,208,2.503,0,0,,1,1,0,10.16,0,12.19,13.8,11/7/2025 2:09:35 PM,0,0
,Mixed / non conventional,16,23,37,44,143.99,0.1,65.03,-78.623,288.181,250,-527.79,0,0,0,0,0,0,0,0,16,23,37,44,0,0,0,0,3,0,721,208,2.503,0,0,,1,2,0,10.16,0,12.19,13.8,11/7/2025 2:09:35 PM,0,0
,Mixed / non conventional,16,23,44,51,93.5,0.14,-101.26,-20.422,288.181,250,-1319.47,0,0,0,0,0,0,0,0,16,23,44,51,0,0,0,0,3,0,721,208,2.503,0,0,,1,3,0,10.16,0,12.19,13.8,11/7/2025 2:09:35 PM,0,1
,Mixed / non conventional,16,23,51,58,147.42,0.08,95.39,-16.099,288.181,250,-2638.94,0,0,0,0,0,0,0,0,16,23,51,58,0,0,0,0,3,0,721,208,2.503,0,0,,1,4,0,10.16,0,12.19,13.8,11/7/2025 2:09:35 PM,0,0
,Mixed / non conventional,16,23,58,65,35.8,1.34,-153.52,-2.234,288.181,250,-4618.14,0,0,0,0,0,0,0,0,16,23,58,65,0,0,0,0,3,0,721,208,2.503,0,0,,1,5,0,10.16,0,12.19,13.8,11/7/2025 2:09:35 PM,0,0
,Mixed / non conventional,16,23,65,72,165.45,0.14,109.98,-6.453,288.181,250,-7389.03,0,0,0,0,0,0,0,0,16,23,65,72,0,0,0,0,3,0,721,208,2.503,0,0,,1,6,0,10.16,0,12.19,13.8,11/7/2025 2:09:35 PM,0,0
,Mixed / non conventional,16,23,72,7,124.66,0.12,-256.86,-292.534,288.181,250,-122.81,0,0,0,0,0,0,0,0,16,23,72,7,0,0,0,0,3,0,721,208,2.503,0,0,,1,7,0,10.16,0,12.19,13.8,11/7/2025 2:09:35 PM,0,0
,Mixed / non conventional,16,23,7,14,182.15,0.1,131.07,-2842.854,288.181,250,-18.46,0,0,0,0,0,0,0,0,16,23,7,14,0,0,0,0,3,0,721,208,2.503,0,0,,1,8,0,10.16,0,12.19,13.8,11/7/2025 2:09:35 PM,0,0
,Mixed / non conventional,16,23,14,21,158.45,0.08,264.52,5006.26,288.181,250,9.12,0,0,0,0,0,0,0,0,16,23,14,21,0,0,0,0,3,0,721,208,2.503,0,0,,1,9,0,10.16,0,12.19,13.8,11/7/2025 2:09:35 PM,0,0
,Mixed / non conventional,16,23,21,28,128.58,0.07,-171.43,-1081.157,288.181,250,-34.27,0,0,0,0,0,0,0,0,16,23,21,28,0,0,0,0,3,0,721,208,2.503,0,0,,1,10,0,10.16,0,12.19,13.8,11/7/2025 2:09:35 PM,0,0
,Mixed / non conventional,16,23,28,35,166.43,0.07,-99.81,-658.838,289.342,250,-73.09,0,0,0,0,0,0,0,0,16,23,28,35,0,0,0,0,3,0,720,208,2.488,0,0,,1,1,0,10.19,0,12.21,13.8,11/7/2025 2:09:37 PM,0,0
