,x,y,VCP1.48f10000h1,VCP2.82f10000h1,VCP4.49f10000h1,HCP1.48f10000h1,HCP2.82f10000h1,HCP4.49f10000h1,elevation
22,468120.20408163284,468758.163265306,77.58984249046341,41.41379015258498,35.300713074983456,15.894374389165321,20.98972694194858,30.808148603869057,0
23,468123.67346938804,468758.163265306,76.29189140002639,40.82368485498672,34.994529945,15.91368466339884,21.05623017797538,31.15405990584066,0
24,468127.142857143,468758.163265306,67.18034995092725,37.5938868431603,33.20980889607292,16.132128848504458,21.179025352929436,30.959368087485398,0
25,468130.612244898,468758.163265306,67.58707066513622,37.980120775263536,33.416400382713064,16.35465036347212,21.11768887712576,29.30671319440516,0
26,468134.0816326531,468758.163265306,79.23413796089649,41.77336054090504,34.9066618567055,16.841148381721403,21.39850328856236,30.188490557716342,0
27,468137.55102040793,468758.163265306,84.16061164311479,43.92395668467144,35.96403507459092,17.26205458830176,21.675434813278123,30.440814446329476,0
28,468141.0204081632,468758.163265306,88.05676610088996,46.65020118441226,37.56003982886606,18.326581619969502,22.35072574522358,32.32891244038776,0
29,468144.4897959184,468758.163265306,97.69920181788927,51.560872578789734,39.46332868075412,20.20637746282818,23.61758660010974,37.2815383354738,0
30,468134.08163265325,468758.97959183657,85.9067932579678,47.260475918552736,37.035128782363046,19.8313428112242,22.851664090362938,35.18669945288532,0
31,468123.67346938804,468759.79591836716,72.53366156488124,42.4047255404978,34.35595985829486,19.262412082551897,22.18013388921242,33.35301013834204,0
32,468113.2653061228,468760.6122448978,58.09544022419616,37.21651612756894,31.53952187609164,18.73641771810004,21.58132146322452,32.4722162020892,0
33,468102.8571428574,468761.42857142835,40.32328332999796,30.624777066359837,28.22267514574802,17.552173989549118,20.591982090552,29.86708081298026,0
34,468092.44897959195,468762.244897959,23.37758871054736,23.920451769876017,25.80922381199968,15.381020426791741,18.878649239985357,23.61369873379062,0
35,468095.91836734704,468762.244897959,22.60753677158094,23.6828024464941,25.93348123864278,15.48472189723174,19.263373095350637,24.06607569588304,0
36,468099.387755102,468762.244897959,23.06497968591822,23.97118273329368,26.254075191567118,15.67082152830084,19.48847816074754,24.20601201895662,0
37,468102.857142857,468762.244897959,30.08437675900594,26.22984104825192,27.4432156425679,15.79277890512996,19.63236058269084,24.402845823000764,0
38,468106.32653061196,468762.244897959,38.71959792221568,29.10230633665866,28.928321706977222,16.05130618489368,19.89812719217104,24.729694692061344,0
39,468109.79591836716,468762.244897959,47.52464717497791,32.091472838138316,30.41495690953762,15.859239485119463,19.914096175993798,24.90030419185638,0
40,468113.2653061224,468762.244897959,51.329719096436385,33.91691940039722,31.61340930145052,15.546730841575041,19.83250987671134,25.029669387443523,0
41,468116.7346938776,468762.244897959,51.00654037273356,34.224372793236334,32.19947262410952,15.34181310483262,19.82304204906152,25.26642328172192,0
42,468120.2040816328,468762.244897959,43.692684295608906,32.141123674422545,31.594570295199503,15.08790200242458,19.749653647683562,25.30720008099336,0
43,468123.67346938804,468762.244897959,36.88734485104057,29.56771756572676,30.360616968702562,14.710697787503019,19.555151881030802,25.3038974702769,0
